gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000135336	2345.975	-0.2133286	0.05621804	0.0001297617	0.0004270872
ENSG00000135338	355.2019	0.6003629	0.13819187	4.648762e-06	1.840239e-05
ENSG00000135341	3529.139	-0.2680286	0.05176735	1.83458e-07	8.298485e-07
ENSG00000135346	52.87732	1.123836	0.38471422	8.420186e-05	0.0002843891
ENSG00000135362	31.33273	2.146757	0.47694754	3.209332e-08	1.560809e-07
ENSG00000135363	104.3888	1.148607	0.28313942	1.044319e-06	4.395823e-06
ENSG00000135365	1234.461	0.4563003	0.08954056	1.87669e-07	8.475066e-07
ENSG00000135372	3562.333	-0.3319103	0.05655174	3.199155e-09	1.683906e-08
ENSG00000135373	1.180579	0.06295083	0.60728497	0.6657776	NA
ENSG00000135378	447.5357	0.8230316	0.12187576	1.915897e-12	1.276783e-11
ENSG00000135387	12315.6	-0.01811524	0.03780886	0.6305816	0.7505546
ENSG00000135390	6441.362	-0.1511143	0.05127789	0.00300229	0.007915585
ENSG00000135392	2073.135	-0.121875	0.05802601	0.03409052	0.07095627
ENSG00000135404	4515.234	-0.05069783	0.04068778	0.2107891	0.3308715
ENSG00000135406	42.34822	0.1243186	0.29499173	0.5936588	0.7200067
ENSG00000135407	8.613871	0.2742357	0.48621894	0.2756531	0.4103275
ENSG00000135409	38.64693	0.2165323	0.29795608	0.3560342	0.4963917
ENSG00000135414	1447.659	0.03392753	0.08781631	0.6934586	0.7983877
ENSG00000135423	90.1365	0.7173211	0.24907347	0.0007154727	0.002095978
ENSG00000135424	782.822	0.0107947	0.11789114	0.9243685	0.9568488
ENSG00000135426	0.1508201	0.0187898	0.64031258	0.8514113	NA
ENSG00000135436	15.40842	0.5327385	0.45101662	0.05566101	0.1087349
ENSG00000135437	21.98139	-0.06721121	0.34506122	0.7857004	0.8665207
ENSG00000135439	319.0805	0.50222	0.1491481	0.0003449155	0.001063224
ENSG00000135441	1275.256	0.02258495	0.0692104	0.7410922	0.835076
ENSG00000135446	6662.31	-0.5669868	0.04446561	1.2206e-37	2.565004e-36
ENSG00000135447	363.8864	0.1623985	0.11649381	0.1485068	0.2489593
ENSG00000135451	1620.32	-0.4911102	0.06308914	3.487437e-15	2.781001e-14
ENSG00000135452	766.9062	0.3716822	0.09117002	3.030389e-05	0.0001087598
ENSG00000135454	796.8018	-0.02641589	0.09582679	0.7776999	0.8606223
ENSG00000135457	1427.953	-0.5195092	0.06934129	3.096093e-14	2.336364e-13
ENSG00000135469	592.3437	0.1040385	0.09287721	0.2519067	0.3819102
ENSG00000135472	2.037336	0.2008259	0.62138397	0.2601609	0.3917327
ENSG00000135473	1406.209	0.6000019	0.10429413	3.012128e-09	1.588874e-08
ENSG00000135476	4439.279	-0.3708075	0.04613264	6.189515e-16	5.118877e-15
ENSG00000135477	0.1900498	-0.02852766	0.64136154	0.7763441	NA
ENSG00000135480	4.786187	0.5750092	0.86281445	0.01760845	0.03948258
ENSG00000135482	444.2505	0.02621422	0.14111437	0.8448843	0.9069948
ENSG00000135486	70388.47	-0.3495455	0.03079887	5.309456e-30	8.507853e-29
ENSG00000135502	0.4687481	-0.06323472	0.6474024	0.5379924	NA
ENSG00000135503	1667.654	0.3733322	0.0717422	1.302942e-07	5.972044e-07
ENSG00000135506	3466.811	-0.1002911	0.05178662	0.05114532	0.101122
ENSG00000135517	1.26885	-0.2886092	0.70648798	0.09215303	NA
ENSG00000135519	45.70047	1.57608	0.41602697	9.73129e-07	4.108705e-06
ENSG00000135521	2789.207	-0.764099	0.04876348	4.525328e-56	1.770414e-54
ENSG00000135525	1496.106	0.4932705	0.06425452	8.06473e-15	6.292372e-14
ENSG00000135535	8073.344	-0.07729847	0.03602966	0.03134306	0.06588402
ENSG00000135537	348.6877	0.005718906	0.15219823	0.9681627	0.9827265
ENSG00000135540	471.5182	1.002661	0.13333287	2.661077e-15	2.133599e-14
ENSG00000135541	1080.553	0.5366766	0.09976983	3.184377e-08	1.549356e-07
ENSG00000135547	374.1276	0.09993041	0.11744567	0.3777244	0.5191857
ENSG00000135549	291.388	0.3894071	0.13438621	0.002334946	0.006276873
ENSG00000135577	3.602131	0.01750089	0.50207788	0.9369243	0.9649568
ENSG00000135587	480.9261	-0.1412941	0.1137615	0.1987974	0.3151422
ENSG00000135596	311.3001	0.1977274	0.15775366	0.1806847	0.2913481
ENSG00000135597	2197.249	0.009083905	0.0565503	0.871327	0.9230762
ENSG00000135604	26.01127	0.4890288	0.37343427	0.06270354	0.1206132
ENSG00000135605	121.6424	0.1909992	0.21831288	0.3209053	0.4594922
ENSG00000135617	328.543	0.1115307	0.12467187	0.3514745	0.4914007
ENSG00000135622	1009.024	-0.2242422	0.08107338	0.004877568	0.01234357
ENSG00000135624	18251.81	-0.7164565	0.03559463	9.555351e-91	8.467422e-89
ENSG00000135625	0.9777108	0.05205223	0.60202479	0.7266688	NA
ENSG00000135631	1040.082	0.02109385	0.07700179	0.7808664	0.8627851
ENSG00000135632	1036.297	-1.044647	0.07792797	2.169396e-42	5.502038e-41
ENSG00000135636	38.29142	1.734053	0.44303362	4.974734e-07	2.156956e-06
ENSG00000135637	649.862	-0.3535858	0.10548462	0.0005491132	0.001642204
ENSG00000135638	104.2355	0.7943347	0.25720177	0.0002532823	0.0007967885
ENSG00000135643	282.9875	0.2888329	0.14137562	0.03111521	0.06544873
ENSG00000135655	1660.225	-0.8479742	0.06367317	2.242437e-41	5.485519e-40
ENSG00000135677	2821.525	0.2419017	0.05078488	1.614489e-06	6.681115e-06
ENSG00000135678	215.888	0.303055	0.18515984	0.07288552	0.1372552
ENSG00000135679	4038.218	0.04076751	0.06049707	0.496304	0.6341602
ENSG00000135686	1201.152	-0.7299049	0.08146238	6.84589e-20	6.932289e-19
ENSG00000135697	13.1477	0.3957869	0.47927579	0.1380113	0.234464
ENSG00000135698	1074.192	-1.309385	0.08488244	8.451851e-56	3.283276e-54
ENSG00000135702	3.669715	-0.2504246	0.60362481	0.2217774	0.3450271
ENSG00000135709	454.2442	-0.7431715	0.12972698	1.927337e-09	1.032702e-08
ENSG00000135720	3676.058	-0.9398621	0.05772521	9.901247e-61	4.309093e-59
ENSG00000135722	145.8381	-0.5442149	0.18616144	0.001324419	0.003717977
ENSG00000135723	1422.99	-1.648817	0.07899478	6.828356e-99	7.106965e-97
ENSG00000135736	344.5312	-0.8014144	0.12721349	4.356828e-11	2.652688e-10
ENSG00000135740	250.1017	-1.116375	0.19948814	5.301546e-10	2.978829e-09
ENSG00000135744	17.06331	-0.1182025	0.39042419	0.6390901	0.7570665
ENSG00000135747	4.621609	0.01646778	0.48696996	0.942494	0.9680446
ENSG00000135749	841.0519	0.3410018	0.13676615	0.008720055	0.02096633
ENSG00000135750	272.7564	0.5245382	0.13715847	5.626174e-05	0.0001945182
ENSG00000135763	1922.142	-1.568721	0.06296167	2.818609e-139	5.812393e-137
ENSG00000135766	2730.112	-0.2481667	0.06491453	0.0001103299	0.0003664101
ENSG00000135773	3.813967	0.1031093	0.53659385	0.6201692	0.7424466
ENSG00000135775	2155.026	-0.1186963	0.06524369	0.06581161	0.1257585
ENSG00000135776	2561.519	-0.1516189	0.0582136	0.008590501	0.02068188
ENSG00000135778	1973.274	0.02690428	0.06167328	0.6595247	0.7721341
ENSG00000135801	2264.074	-0.3927	0.05789588	7.570352e-12	4.855808e-11
ENSG00000135821	6601.441	-0.491006	0.04124185	5.558533e-33	9.931096e-32
ENSG00000135823	842.5695	-0.3601007	0.08751662	2.642823e-05	9.548696e-05
ENSG00000135824	0.6181975	0.101451	0.63766317	0.4262591	NA
ENSG00000135828	177.8863	0.2528628	0.17135557	0.1105966	0.1952563
ENSG00000135829	13983.25	-0.7729201	0.04043116	3.256681e-82	2.363772e-80
ENSG00000135835	14.66019	-0.1215435	0.39495225	0.6297252	0.7498876
ENSG00000135837	1743.991	-0.324292	0.07080307	3.42439e-06	1.376305e-05
ENSG00000135838	249.3998	0.01828273	0.16008445	0.9028197	0.9431264
ENSG00000135842	555.6512	1.532429	0.11603894	4.324372e-42	1.085521e-40
ENSG00000135845	727.8535	-0.1480089	0.08535621	0.07712521	0.1441565
ENSG00000135862	5978.676	0.1081929	0.05910267	0.06468663	0.123877
ENSG00000135870	700.5266	-0.4013139	0.10578526	9.137225e-05	0.0003071494
ENSG00000135899	45.91643	2.605604	0.41964021	1.818203e-12	1.214245e-11
ENSG00000135900	1385.136	-0.3803274	0.06542527	4.039008e-09	2.111365e-08
ENSG00000135902	0.3488401	0.003394234	0.63953714	0.9729849	NA
ENSG00000135903	310.2707	0.3238558	0.12829299	0.008307401	0.02007038
ENSG00000135905	7.379119	0.08211903	0.48980811	0.720783	0.819671
ENSG00000135912	2030.02	-0.353259	0.06293279	1.386888e-08	6.953346e-08
ENSG00000135913	1478.324	0.1351422	0.07458694	0.06597764	0.1260321
ENSG00000135914	0.3162569	0.04227052	0.64287136	0.6771964	NA
ENSG00000135916	2952.437	0.20113	0.05508197	0.0002321701	0.0007351941
ENSG00000135917	114.061	0.7917937	0.24383909	0.0001516442	0.000494682
ENSG00000135919	554.3332	0.276977	0.11571414	0.0130846	0.03032687
ENSG00000135924	1049.939	0.1568803	0.08441869	0.05827335	0.1131768
ENSG00000135925	2.466005	0.1078128	0.5454247	0.5959644	0.7222472
ENSG00000135926	335.3834	0.3892216	0.13149949	0.001916276	0.00523089
ENSG00000135929	17.93659	0.3731641	0.40120231	0.156053	0.2590903
ENSG00000135930	2603.912	-0.6847635	0.05202064	3.690024e-40	8.745476e-39
ENSG00000135931	791.1761	0.1341192	0.08246848	0.09779496	0.1761938
ENSG00000135932	2394.615	-0.2468684	0.05367805	3.569832e-06	1.432933e-05
ENSG00000135940	4952.632	0.122581	0.04698662	0.008689823	0.0208982
ENSG00000135945	1255.827	-0.2808204	0.07818939	0.0002606277	0.0008175646
ENSG00000135951	151.1539	0.81094	0.21590074	2.142394e-05	7.820004e-05
ENSG00000135953	621.8552	-0.2299389	0.14071905	0.08499863	0.156526
ENSG00000135956	1557.974	-0.07177652	0.05990013	0.2264602	0.3508795
ENSG00000135960	1.746855	0.2012793	0.61088198	0.2764419	0.4112244
ENSG00000135966	1833.687	-0.3870902	0.05954007	5.177713e-11	3.130891e-10
ENSG00000135968	2608.903	0.1006553	0.05379708	0.0593974	0.1150359
ENSG00000135972	1977.992	-0.2007841	0.05963204	0.0006759471	0.001987047
ENSG00000135973	10.66158	0.8189494	0.64017333	0.01090048	0.02566907
ENSG00000135974	1206.422	-0.3414723	0.07792394	8.357258e-06	3.201995e-05
ENSG00000135976	444.4719	0.8553942	0.11618419	2.042085e-14	1.559661e-13
ENSG00000135999	652.5905	-0.1114893	0.09018235	0.2066358	0.3253938
ENSG00000136002	381.1519	0.4091046	0.13336718	0.001280203	0.003598889
ENSG00000136003	1235.311	-0.3999888	0.06958772	5.68097e-09	2.939742e-08
ENSG00000136010	570.2986	3.596414	0.16587551	2.854659e-108	3.538654e-106
ENSG00000136011	0.8486187	0.07341652	0.63180688	0.5516834	NA
ENSG00000136014	280.7408	0.7278715	0.14802896	1.751631e-07	7.937922e-07
ENSG00000136021	1922.096	-0.2785897	0.06346887	9.092694e-06	3.469912e-05
ENSG00000136026	3000.34	-0.1358818	0.05409619	0.01136467	0.02668242
ENSG00000136040	31.65415	0.4193321	0.36653132	0.1052696	0.1875777
ENSG00000136044	1004.622	0.3202986	0.08851722	0.0002184242	0.0006951579
ENSG00000136045	2647.215	-0.6512228	0.05441062	1.525151e-33	2.776605e-32
ENSG00000136048	160.0894	0.800359	0.22406195	4.566752e-05	0.0001598436
ENSG00000136051	1369.027	-0.2438259	0.09959262	0.01192989	0.02788485
ENSG00000136052	387.8367	0.02385112	0.15305662	0.8684387	0.9215942
ENSG00000136059	65.54225	0.2135344	0.26292963	0.3287336	0.4679078
ENSG00000136068	6042.439	0.4656074	0.04213264	1.167291e-28	1.781208e-27
ENSG00000136098	548.0499	0.06886906	0.12109958	0.5546196	0.686059
ENSG00000136099	18.46116	0.06498342	0.42485984	0.7932943	0.8718887
ENSG00000136100	1569.784	0.4307448	0.07265293	1.779244e-09	9.566036e-09
ENSG00000136104	815.2916	0.05526127	0.11679259	0.6239502	0.7452748
ENSG00000136108	4993.174	-0.3376412	0.04602213	1.588656e-13	1.142186e-12
ENSG00000136111	4043.077	-0.4242346	0.04579469	1.180426e-20	1.243844e-19
ENSG00000136114	41.5419	0.2587906	0.30988088	0.279729	0.4148652
ENSG00000136122	1095.558	-0.06357203	0.07836442	0.409763	0.5515753
ENSG00000136141	378.0717	-0.02808493	0.12079708	0.8091777	0.8828233
ENSG00000136143	1310.174	-0.2312476	0.08462685	0.005344485	0.01341899
ENSG00000136144	906.9264	0.1346162	0.08627795	0.1115906	0.1967909
ENSG00000136146	1180.87	-0.3049106	0.08169597	0.0001442626	0.000472068
ENSG00000136147	124.6527	0.7732263	0.21301292	4.218384e-05	0.0001483562
ENSG00000136149	5.149879	-0.03981926	0.48344461	0.8627538	0.9177834
ENSG00000136152	548.4319	0.1760011	0.11339083	0.1083164	0.1919063
ENSG00000136153	774.4049	0.7528947	0.1306533	1.510097e-09	8.162739e-09
ENSG00000136156	2566.631	0.1087211	0.05312121	0.03922224	0.08011097
ENSG00000136158	551.8778	-0.2908767	0.099552	0.002688278	0.00715523
ENSG00000136159	956.2257	-0.5453735	0.07519337	1.713718e-13	1.227303e-12
ENSG00000136160	238.3106	1.830349	0.21447892	1.454876e-19	1.443428e-18
ENSG00000136161	108.8653	0.2712804	0.2351566	0.1814836	0.2923585
ENSG00000136167	67.37783	2.556864	0.36319785	9.455003e-15	7.345938e-14
ENSG00000136169	235.0096	0.05806173	0.14895939	0.6796019	0.7873838
ENSG00000136193	5259.287	-0.287046	0.04058282	1.203477e-12	8.138132e-12
ENSG00000136197	241.3991	0.02879291	0.17764349	0.860275	0.9164719
ENSG00000136205	518.8065	0.3906104	0.13190517	0.001900739	0.005193142
ENSG00000136206	0.1914305	-0.02852766	0.64136154	0.7763441	NA
ENSG00000136213	1127.511	0.09015362	0.08329174	0.2703885	0.4040445
ENSG00000136231	3023.016	0.1520121	0.0500898	0.002250828	0.006066265
ENSG00000136235	38.61108	0.6579075	0.39705708	0.01665909	0.03760053
ENSG00000136237	320.7902	0.8090988	0.13953086	9.281293e-10	5.109574e-09
ENSG00000136238	8039.642	-0.1221764	0.03502423	0.0004659577	0.001406671
ENSG00000136240	6198.715	-0.2267703	0.04790402	1.906029e-06	7.834673e-06
ENSG00000136243	1236.278	-0.3432843	0.08147266	1.778855e-05	6.560327e-05
ENSG00000136244	0.45064	-0.01559124	0.63692026	0.8812439	NA
ENSG00000136247	1247.516	0.1493079	0.07227551	0.03621832	0.07472718
ENSG00000136250	9.71596	0.1951744	0.48138426	0.4224016	0.5638068
ENSG00000136261	1680.065	-0.3605178	0.06244308	5.342535e-09	2.769157e-08
ENSG00000136267	6.137708	0.7595757	0.76681677	0.01329103	0.03076544
ENSG00000136270	2469.882	-0.8427255	0.05496743	5.974382e-54	2.204427e-52
ENSG00000136271	2971.378	-0.935834	0.05434391	1.4184e-67	7.363999e-66
ENSG00000136273	363.785	-0.6880219	0.16290928	5.573324e-06	2.184675e-05
ENSG00000136274	229.0567	0.3413118	0.15275466	0.01733593	0.03895289
ENSG00000136279	3274.125	0.04184105	0.04594152	0.3597946	0.5005549
ENSG00000136280	596.7986	0.3823828	0.09615349	4.515899e-05	0.0001581138
ENSG00000136286	1.81616	-0.08378916	0.55642397	0.6632725	0.7751646
ENSG00000136295	3273.684	0.03574528	0.05148098	0.484466	0.6234077
ENSG00000136297	33.78261	0.4807872	0.33681088	0.05624283	0.1097111
ENSG00000136305	19.04436	-0.3020001	0.3844764	0.2417193	0.36964
ENSG00000136319	1052.229	-0.7784041	0.08952415	5.862314e-19	5.663396e-18
ENSG00000136327	97.13493	-0.09490852	0.21082811	0.6127632	0.7357839
ENSG00000136352	236.8367	-0.1486713	0.15530698	0.3077547	0.445929
ENSG00000136367	265.7932	-0.008860114	0.15855402	0.9524217	0.9737818
ENSG00000136371	728.2871	-0.8910044	0.0903825	6.056755e-24	7.503887e-23
ENSG00000136378	100.5516	0.9093215	0.24166057	1.232088e-05	4.629774e-05
ENSG00000136379	677.0427	-0.4533184	0.10110811	3.977162e-06	1.587196e-05
ENSG00000136381	7302.596	-0.3686309	0.04693114	2.724603e-15	2.182947e-14
ENSG00000136383	63.89913	-0.1746742	0.24452192	0.4023208	0.5444136
ENSG00000136404	33.75597	0.9636832	0.39713474	0.0007326273	0.002141399
ENSG00000136425	1140.129	-0.1307278	0.06883306	0.05448014	0.1067114
ENSG00000136436	2788.249	0.4435166	0.06778426	3.408915e-11	2.088221e-10
ENSG00000136444	1948.971	-0.5614559	0.06819141	7.280265e-17	6.302042e-16
ENSG00000136448	6226.306	-0.370209	0.04431254	4.456746e-17	3.915577e-16
ENSG00000136449	1.64516	0.00470356	0.56616352	0.9789477	0.9883994
ENSG00000136450	18254.79	-0.8721507	0.03616526	1.873561e-129	3.255128e-127
ENSG00000136451	1585.949	0.1228317	0.06528492	0.05708755	0.1111477
ENSG00000136457	1.409459	0.1801035	0.63965587	0.2557528	NA
ENSG00000136463	1575.344	-0.5232087	0.06327515	6.128092e-17	5.33819e-16
ENSG00000136478	1135.113	0.04946893	0.07389386	0.4971167	0.6349937
ENSG00000136485	6233.772	0.007289554	0.06414829	0.908559	0.9465229
ENSG00000136487	1.440832	0.00406672	0.56208962	0.9821341	NA
ENSG00000136488	0.3162475	0.04226974	0.64287122	0.6772019	NA
ENSG00000136490	1094.585	-0.01272537	0.08619098	0.8803568	0.9287869
ENSG00000136492	2265.975	0.3594614	0.05511471	4.795781e-11	2.909511e-10
ENSG00000136504	2438.065	0.07093026	0.05332256	0.1802113	0.2907122
ENSG00000136514	0.1508201	0.0187898	0.64031258	0.8514113	NA
ENSG00000136518	1482.116	-0.6206238	0.07771041	4.51916e-16	3.76284e-15
ENSG00000136521	1130.642	-0.2340641	0.08450062	0.004750049	0.01203921
ENSG00000136522	1008.384	-0.2511053	0.08710239	0.003257599	0.008531223
ENSG00000136527	6908.169	-0.6554909	0.03996584	5.4509e-61	2.410303e-59
ENSG00000136531	20.78029	-0.1469777	0.36606254	0.558575	0.6895081
ENSG00000136535	6.177799	0.0738231	0.52278067	0.7287002	0.8263319
ENSG00000136536	2453.647	-0.1481552	0.05523478	0.006851833	0.01685083
ENSG00000136541	0.3162502	0.04226996	0.64287126	0.6772003	NA
ENSG00000136542	30.24314	0.226557	0.37883476	0.3736313	0.5149391
ENSG00000136546	0.8438586	0.03354418	0.59685233	0.8248188	NA
ENSG00000136560	568.2993	0.009728863	0.10495126	0.9240057	0.956608
ENSG00000136573	1.26566	0.04322386	0.58848113	0.787949	NA
ENSG00000136574	940.2465	-0.5352982	0.07705637	1.618763e-12	1.084006e-11
ENSG00000136603	949.6888	-0.07061299	0.09522879	0.4477113	0.587706
ENSG00000136628	10795.38	0.3400906	0.03976022	8.621699e-18	7.861065e-17
ENSG00000136630	228.7811	-0.5378181	0.16972558	0.0006094677	0.001808486
ENSG00000136631	1504.421	0.2055889	0.06413912	0.001192087	0.003370934
ENSG00000136636	2671.569	-0.1943266	0.05307303	0.0002250545	0.0007143019
ENSG00000136643	742.423	-0.07225297	0.09311098	0.4273603	0.56826
ENSG00000136682	1583.661	-0.7081552	0.06214252	1.028328e-30	1.681991e-29
ENSG00000136688	0.8406634	0.007033864	0.61202155	0.9580361	NA
ENSG00000136689	0.1508201	0.0187898	0.64031258	0.8514113	NA
ENSG00000136695	0.1605971	0.0187898	0.64031258	0.8514113	NA
ENSG00000136698	11.34378	0.4947375	0.48165254	0.07428106	0.1395735
ENSG00000136699	4617.191	-0.5521225	0.04189861	4.92718e-40	1.159043e-38
ENSG00000136709	3609.334	-0.3742174	0.08626389	9.511343e-06	3.620283e-05
ENSG00000136710	673.4276	-0.3381763	0.09098384	0.0001435004	0.0004698526
ENSG00000136715	1709.581	-0.2344846	0.06302561	0.0001696301	0.0005484085
ENSG00000136717	257.9799	1.0695	0.18639166	3.039236e-10	1.739578e-09
ENSG00000136718	1726.478	-1.058194	0.06756082	9.613292e-57	3.835756e-55
ENSG00000136720	1731.756	-0.1219022	0.0657992	0.06095645	0.1177143
ENSG00000136731	3274.553	-0.117389	0.07177952	0.09738747	0.1756605
ENSG00000136732	607.9344	1.618658	0.11209384	1.836836e-49	6.058264e-48
ENSG00000136738	1223.158	-0.1721573	0.07536815	0.0204037	0.04498799
ENSG00000136750	7.214444	-0.007730611	0.48496147	0.9730791	0.985405
ENSG00000136754	1905.346	0.2069988	0.06071465	0.0005750411	0.001713012
ENSG00000136758	9497.018	-0.1456403	0.03463573	2.462023e-05	8.936426e-05
ENSG00000136770	958.3662	0.3215264	0.07863055	3.198958e-05	0.0001144374
ENSG00000136783	611.3292	0.2736046	0.0957756	0.003407734	0.008885801
ENSG00000136802	1195.825	0.05493574	0.07858593	0.4774713	0.616466
ENSG00000136807	1039.796	-0.3554688	0.09226964	8.027322e-05	0.0002719528
ENSG00000136810	6121.013	-0.5317451	0.04266009	5.171233e-36	1.032609e-34
ENSG00000136811	1298.895	-0.5544288	0.07629543	1.501075e-13	1.081332e-12
ENSG00000136813	4373.385	0.05746709	0.04643129	0.2132624	0.3338276
ENSG00000136816	746.0874	0.3480151	0.0948046	0.0001683107	0.0005446219
ENSG00000136819	1922.081	-0.5005858	0.07095691	8.343875e-13	5.706993e-12
ENSG00000136824	4416.471	-0.006527843	0.04928338	0.8939617	0.9373789
ENSG00000136826	291.0682	-0.1559265	0.14162237	0.2457768	0.3744693
ENSG00000136827	1273.318	-0.3923937	0.07065935	1.793493e-08	8.892906e-08
ENSG00000136828	430.6439	0.6883797	0.11775628	1.225669e-09	6.680926e-09
ENSG00000136830	1702.424	-0.3164841	0.06082165	1.468092e-07	6.706718e-07
ENSG00000136840	425.206	-0.00233152	0.12496143	0.9844974	0.9909646
ENSG00000136842	766.165	0.3314382	0.08494871	6.907256e-05	0.000235943
ENSG00000136848	1895.732	0.3470596	0.07037395	5.751697e-07	2.477766e-06
ENSG00000136854	1259.968	0.2778859	0.07986221	0.0003997969	0.00121861
ENSG00000136856	636.5037	-0.5520236	0.09806295	7.341016e-09	3.756482e-08
ENSG00000136859	0.4434875	-0.01776719	0.63748024	0.8641759	NA
ENSG00000136861	2662.56	-0.14925	0.05391216	0.005275496	0.01325784
ENSG00000136866	163.3643	-0.1277698	0.17727685	0.4337628	0.5743504
ENSG00000136867	184.1966	-0.01759245	0.1790147	0.9148969	0.9507017
ENSG00000136868	2835.689	-0.1117334	0.05151319	0.02895014	0.06128609
ENSG00000136869	0.1556677	0.0187898	0.64031258	0.8514113	NA
ENSG00000136870	653.4202	0.257205	0.09433824	0.005230394	0.01316098
ENSG00000136872	0.3119213	-0.004935944	0.63956627	0.9607238	NA
ENSG00000136874	1460.738	0.4659755	0.09044455	1.357261e-07	6.215852e-07
ENSG00000136875	2493.515	-0.8664907	0.05444081	5.476744e-58	2.221404e-56
ENSG00000136877	1278.878	-0.5214004	0.06795463	7.647425e-15	5.975228e-14
ENSG00000136878	758.5991	0.2675654	0.09312131	0.003268437	0.008553916
ENSG00000136881	11.88087	-0.3007546	0.44758379	0.2462717	0.375068
ENSG00000136883	27.71707	1.383937	0.56125452	0.0001389448	0.0004557481
ENSG00000136888	3184.71	-0.2570889	0.04633456	2.39281e-08	1.174057e-07
ENSG00000136891	1574.426	-0.6694551	0.0726806	8.782544e-21	9.343628e-20
ENSG00000136895	184.8875	1.092232	0.18900131	2.087572e-10	1.209936e-09
ENSG00000136897	977.3304	-0.7585866	0.08514397	9.511468e-20	9.58313e-19
ENSG00000136908	1455.723	-0.2881368	0.06470713	6.669027e-06	2.586607e-05
ENSG00000136918	1.26476	0.1577045	0.63460909	0.302063	NA
ENSG00000136925	936.6621	0.1127313	0.07832297	0.143569	0.2421163
ENSG00000136928	120.636	-0.1861889	0.1960433	0.2931419	0.4298648
ENSG00000136929	0.5012154	0.020021	0.63478385	0.8523216	NA
ENSG00000136930	5488.738	-0.5203937	0.04186706	8.303791e-36	1.643257e-34
ENSG00000136931	6.592758	-0.04856057	0.49196236	0.8305802	0.8973145
ENSG00000136932	262.3227	-0.6946316	0.1426101	2.56566e-07	1.145282e-06
ENSG00000136933	871.3348	-1.061325	0.08202398	9.339415e-40	2.171488e-38
ENSG00000136935	699.0278	0.06178976	0.08727414	0.4701875	0.6089504
ENSG00000136936	709.9765	-0.0424487	0.08657301	0.617097	0.7397319
ENSG00000136937	2513.014	-0.1274645	0.05052115	0.01108598	0.0260725
ENSG00000136938	11417.46	-0.05404833	0.03052882	0.075947	0.1421731
ENSG00000136940	1301.311	0.07403431	0.06764175	0.2680183	0.4012909
ENSG00000136942	16585.53	-0.8865008	0.04312724	6.95233e-95	6.583827e-93
ENSG00000136943	1460.638	-0.08046626	0.07551318	0.2794485	0.4145231
ENSG00000136944	695.8051	-0.1060649	0.08747927	0.2160956	0.3376398
ENSG00000136950	1568.083	-0.5836283	0.06589933	3.079322e-19	3.00909e-18
ENSG00000136960	127.9327	1.777005	0.22749989	4.793542e-17	4.198869e-16
ENSG00000136982	1814.192	0.1680473	0.05640707	0.002660954	0.007091058
ENSG00000136986	2800.745	0.1128751	0.06459024	0.07726702	0.1443727
ENSG00000136997	3796.545	-0.1947147	0.06779594	0.003644005	0.009448293
ENSG00000136999	30.29317	0.06081508	0.32440107	0.8019788	0.878153
ENSG00000137038	787.0166	-0.2123172	0.09731262	0.02524964	0.05434918
ENSG00000137040	1260.009	-0.2121637	0.07927003	0.006493634	0.01605761
ENSG00000137054	847.8002	-0.2690519	0.07904357	0.0005364819	0.001606824
ENSG00000137055	1030.199	-0.1107545	0.0833289	0.1758928	0.2849123
ENSG00000137070	119.9468	0.1089872	0.20819639	0.5573071	0.6885207
ENSG00000137073	1491.273	-0.5120926	0.06389067	5.149716e-16	4.281405e-15
ENSG00000137074	771.8077	-0.624962	0.1055511	1.004495e-09	5.520347e-09
ENSG00000137075	850.826	0.0734683	0.08400489	0.3730343	0.5143733
ENSG00000137076	5168.938	0.1738821	0.06899456	0.01070362	0.02525939
ENSG00000137078	0.1562494	-0.02852766	0.64136154	0.7763441	NA
ENSG00000137080	0.1914305	-0.02852766	0.64136154	0.7763441	NA
ENSG00000137090	1.387012	-0.01822093	0.59649317	0.9037351	NA
ENSG00000137094	197.744	-0.3138158	0.16432769	0.04006426	0.08155148
ENSG00000137098	23.39223	0.3660809	0.38262525	0.1594755	0.2636616
ENSG00000137100	1128.682	-0.05085671	0.07114401	0.4688728	0.6076399
ENSG00000137101	27.31712	1.748991	0.57947495	1.197945e-05	4.509154e-05
ENSG00000137103	417.7602	0.6808178	0.14064176	3.165606e-07	1.399221e-06
ENSG00000137106	1655.004	0.2466625	0.06324639	8.069647e-05	0.0002732608
ENSG00000137124	1432.033	-0.897131	0.06877624	6.4544e-40	1.511851e-38
ENSG00000137133	702.0353	0.07853311	0.092362	0.384629	0.5264135
ENSG00000137135	849.2121	-0.3430762	0.09470577	0.0002051593	0.0006555885
ENSG00000137142	711.0974	1.019497	0.0923893	1.166479e-29	1.834523e-28
ENSG00000137145	855.3727	-0.01201497	0.09526088	0.8972513	0.9397991
ENSG00000137154	24376.76	-0.3180446	0.03131416	2.336676e-24	2.951274e-23
ENSG00000137161	693.6791	-0.4170771	0.08798915	1.27882e-06	5.345173e-06
ENSG00000137166	2144.814	-0.2055229	0.06304155	0.000984547	0.002821303
ENSG00000137168	3055.725	-0.7783234	0.04794769	5.133774e-60	2.203827e-58
ENSG00000137171	1017.723	0.3045208	0.0928918	0.0007907164	0.002299309
