gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000165078	0.4152699	-0.001437973	0.265996	0.9261264	NA
ENSG00000165084	3.614178	-0.02745216	0.25023479	0.4307789	NA
ENSG00000165091	6.706852	-0.04641185	0.25128053	0.2889823	NA
ENSG00000165092	4.733814	-0.01004396	0.23398854	0.7777776	NA
ENSG00000165097	1534.291	0.0418787	0.08357523	0.4292479	0.8027882
ENSG00000165102	1272.964	0.5845413	0.19389963	2.503072e-05	0.0009687151
ENSG00000165105	1386.512	0.2409915	0.12800083	0.00293703	0.04523557
ENSG00000165113	657.4202	0.001151662	0.09265566	0.9827648	0.9950812
ENSG00000165115	593.2492	0.01943186	0.10836584	0.7218562	0.9301133
ENSG00000165118	2148.685	-0.05051519	0.08180264	0.3397622	0.7394058
ENSG00000165119	51841.83	0.03793501	0.07039397	0.4384839	0.8085891
ENSG00000165120	0.8416819	0.005949187	0.26286238	0.7528869	NA
ENSG00000165121	109.3442	0.0111624	0.1361521	0.8321756	0.9604761
ENSG00000165124	24.50693	-0.02020937	0.18461662	0.6788072	0.915176
ENSG00000165125	3.13948	0.001352765	0.24415543	0.964121	NA
ENSG00000165138	1617.747	0.08306293	0.11000784	0.172461	0.561022
ENSG00000165140	3.107492	0.02772688	0.25494837	0.4012168	NA
ENSG00000165152	828.4728	-0.326188	0.17003906	0.001169433	0.022694
ENSG00000165156	8191.218	-0.1246262	0.09617274	0.04360277	0.2728849
ENSG00000165164	29.89387	-0.2124431	0.3819179	0.02592048	0.2021021
ENSG00000165168	3.695547	0.04388653	0.27129796	0.2229489	NA
ENSG00000165169	1697.872	-0.07224454	0.09850639	0.2133763	0.6088232
ENSG00000165171	14.6602	0.02026508	0.20191275	0.6605309	0.9108448
ENSG00000165175	685.9022	-0.04506116	0.1034559	0.4237841	0.8003876
ENSG00000165178	0.202076	0.003429645	0.26629282	0.8250612	NA
ENSG00000165181	4847.981	0.3089077	0.16479673	0.001489581	0.02729985
ENSG00000165182	1.444047	0.02588774	0.27559405	0.2394376	NA
ENSG00000165185	960.6548	0.05686896	0.09554611	0.3125145	0.7170557
ENSG00000165186	3.063646	0.02625052	0.25397381	0.4221808	NA
ENSG00000165188	0.9891715	-0.005499007	0.26056138	0.788494	NA
ENSG00000165192	0.4283451	-0.0008538074	0.26594659	0.9561148	NA
ENSG00000165194	33.14769	-0.02462514	0.18265001	0.6207854	0.8964562
ENSG00000165195	595.1268	-0.01606574	0.10444976	0.7676278	0.9442863
ENSG00000165197	12.18454	0.0521277	0.24217242	0.2821947	NA
ENSG00000165202	4.893519	-0.05882855	0.28624685	0.1474303	NA
ENSG00000165209	1774.508	0.04455486	0.08820802	0.4105484	0.7923904
ENSG00000165219	2510.805	0.1183401	0.10127723	0.05876655	0.3238099
ENSG00000165233	400.0588	-0.04811076	0.10897733	0.3986602	0.7855027
ENSG00000165238	423.991	0.02127404	0.16814599	0.6755928	0.9142467
ENSG00000165240	1974.798	0.04677921	0.0854292	0.3832488	0.7743608
ENSG00000165244	2329.915	0.2698755	0.12243089	0.001010885	0.02035235
ENSG00000165259	638.8793	-0.01656464	0.10001567	0.7599695	0.9427009
ENSG00000165264	1383.337	0.002796264	0.08498366	0.9572685	0.9906566
ENSG00000165269	3.202099	-0.0356977	0.26207811	0.3007519	NA
ENSG00000165271	2071.823	0.03948376	0.08546906	0.4588706	0.8206669
ENSG00000165272	56.75423	-0.03982591	0.16295274	0.463852	0.8235712
ENSG00000165275	308.9466	-0.00844907	0.11454327	0.8756039	0.9714733
ENSG00000165280	29481.34	-0.08947649	0.08038778	0.1000599	0.4284952
ENSG00000165282	1780.393	0.03817876	0.08290782	0.4684482	0.8257093
ENSG00000165283	3900.131	0.03403412	0.07370012	0.495782	0.8390269
ENSG00000165288	5800.439	0.004936204	0.07780152	0.922327	0.9824471
ENSG00000165300	6.537985	-0.03130012	0.24643235	0.410628	NA
ENSG00000165304	7198.566	0.03010046	0.07842958	0.556905	0.8678702
ENSG00000165309	24.24631	0.06617466	0.24516589	0.2181595	0.6158179
ENSG00000165312	610.8937	0.03003282	0.09785355	0.5832099	0.8804515
ENSG00000165322	6913.986	0.02789332	0.07613191	0.5810383	0.8790848
ENSG00000165323	758.793	0.8710369	0.17731592	3.723679e-08	3.261525e-06
ENSG00000165325	11.86524	-0.01888111	0.20742593	0.6735721	NA
ENSG00000165338	1155.78	-0.09594589	0.11402519	0.126915	0.4834168
ENSG00000165349	80.49086	-0.03051612	0.14533679	0.571656	0.8745416
ENSG00000165355	1282.27	-0.05881491	0.09675862	0.299254	0.7029462
ENSG00000165359	795.2429	0.006029147	0.09130309	0.909744	0.9799898
ENSG00000165370	1.982683	-4.712062e-05	0.25224997	0.998527	NA
ENSG00000165376	0.7722157	-0.01288745	0.26994889	0.4342232	NA
ENSG00000165379	39.19538	-0.06848561	0.20437677	0.2431131	0.6466924
ENSG00000165389	1418.761	0.1696755	0.11853973	0.01780456	0.1582615
ENSG00000165392	2980.833	0.09516449	0.10196604	0.1171298	0.4647817
ENSG00000165406	2759.159	0.0294944	0.07723271	0.5622458	0.8704543
ENSG00000165409	7.997392	-0.08285311	0.30803596	0.09468381	NA
ENSG00000165410	7987.359	-0.04024852	0.08357575	0.4468132	0.8138548
ENSG00000165416	2563.655	-0.2245967	0.12978751	0.004912861	0.06512494
ENSG00000165417	6531.443	0.06538916	0.0801211	0.2183128	0.6160877
ENSG00000165424	1585.3	-0.5219837	0.14275549	2.42505e-06	0.0001329098
ENSG00000165434	3982.805	-0.07395803	0.09053915	0.1905055	0.5849531
ENSG00000165443	3.963464	-0.04155334	0.2767587	0.2003427	NA
ENSG00000165449	218.4811	0.06576033	0.13416908	0.2729424	0.6763129
ENSG00000165457	0.37827	-0.001391975	0.26599078	0.9284876	NA
ENSG00000165458	4484.247	-0.004626327	0.07802529	0.9272675	0.9839701
ENSG00000165471	0.5919086	-0.01109744	0.26892117	0.494327	NA
ENSG00000165474	4.644824	0.01482791	0.23920161	0.6680988	NA
ENSG00000165475	206.4581	0.009938738	0.12104983	0.8531556	0.9646575
ENSG00000165476	4211.026	0.01941225	0.07352135	0.6955516	0.9204831
ENSG00000165478	0.9599946	0.01629121	0.26934185	0.3913486	NA
ENSG00000165480	3035.185	0.06216425	0.09426326	0.2709874	0.6748222
ENSG00000165487	1476.313	-0.111307	0.10440249	0.07595729	0.3709597
ENSG00000165490	3848.485	0.05911186	0.08301762	0.2706482	0.6745188
ENSG00000165494	3070.992	0.1591189	0.10897754	0.01973041	0.1695675
ENSG00000165495	8.635002	0.03227044	0.24425868	0.4104794	NA
ENSG00000165496	626.7712	0.007578312	0.09236378	0.8870046	0.9758743
ENSG00000165501	2457.392	0.2487146	0.11871697	0.001674165	0.02997186
ENSG00000165502	9199.457	-0.1567459	0.11015383	0.0217881	0.1812677
ENSG00000165506	1530.408	-0.02721072	0.08161162	0.600459	0.889348
ENSG00000165507	387.2742	-0.1874395	0.18910291	0.02671441	0.2056406
ENSG00000165509	0.5646391	0.008152176	0.2676926	0.6056957	NA
ENSG00000165511	290.693	0.07676412	0.13151645	0.2133999	0.6088232
ENSG00000165512	5284.626	0.07308504	0.09173981	0.1975857	0.5928521
ENSG00000165516	1477.496	-0.0980935	0.10051529	0.1059913	0.4419801
ENSG00000165521	15.99991	-0.01243186	0.20034058	0.7833222	0.9463943
ENSG00000165525	5996.741	-0.02982807	0.07497342	0.5528007	0.86658
ENSG00000165526	786.1648	0.03804448	0.09567094	0.4890506	0.8367156
ENSG00000165527	8844.821	0.129479	0.09187759	0.03325924	0.2343856
ENSG00000165533	1462.915	-0.04560715	0.08811516	0.3999186	0.7859067
ENSG00000165548	458.8111	-0.157302	0.16993831	0.04277183	0.2699232
ENSG00000165553	0.5979354	-0.01099017	0.26898636	0.4955999	NA
ENSG00000165555	33.95574	0.01254562	0.16656605	0.8020169	0.9513354
ENSG00000165556	25.51725	-0.4263615	0.5792574	0.004557058	0.06189674
ENSG00000165566	4.682723	0.002386141	0.23093801	0.9470441	NA
ENSG00000165568	101.0169	0.02882009	0.14114374	0.5934793	0.8853477
ENSG00000165572	827.715	-0.05137393	0.0954807	0.3579859	0.756407
ENSG00000165584	0.1993118	-0.004814354	0.26662643	0.7566887	NA
ENSG00000165588	2.585134	0.02069135	0.26059612	0.4378602	NA
ENSG00000165591	17.35219	-0.001038709	0.19088928	0.9820509	0.9950458
ENSG00000165606	0.8139336	-0.01101592	0.26467404	0.5694156	NA
ENSG00000165609	2999.916	0.003451918	0.07820148	0.9457391	0.9878366
ENSG00000165617	785.1407	-0.02190867	0.08871015	0.6804353	0.9152432
ENSG00000165621	186.1292	-0.1887507	0.21929136	0.03097832	0.2245389
ENSG00000165626	1394.832	0.1139245	0.10513093	0.07110507	0.3591961
ENSG00000165629	7056.244	-0.02791919	0.08244548	0.5925456	0.8848764
ENSG00000165630	1299.675	0.04419061	0.08674441	0.4115488	0.7926641
ENSG00000165632	1730.842	-0.02279238	0.08165615	0.6601588	0.9108448
ENSG00000165633	352.8985	0.07840465	0.12377608	0.2029148	0.5983259
ENSG00000165637	9948.109	-0.06227691	0.07981855	0.2389113	0.6409648
ENSG00000165643	1.533408	-0.02014886	0.2646914	0.4037085	NA
ENSG00000165644	86.73247	-0.1247734	0.21545071	0.08905497	0.4030103
ENSG00000165646	358.4488	-0.2063684	0.19070286	0.01889709	0.1652047
ENSG00000165650	4188.982	0.1435607	0.10895428	0.03159124	0.2269629
ENSG00000165655	874.5596	-0.419775	0.1792475	0.0002242106	0.005965075
ENSG00000165660	1139.328	-0.01652475	0.08543917	0.7527881	0.9406537
ENSG00000165661	2154.601	0.03028216	0.07926723	0.556275	0.8675395
ENSG00000165669	1450.006	0.001297958	0.07917506	0.9796768	0.9950458
ENSG00000165671	12523.67	-0.07322583	0.07712478	0.1629963	0.545572
ENSG00000165672	5562.531	-0.03530679	0.08121753	0.4982552	0.8399402
ENSG00000165675	579.7421	0.1517803	0.15959784	0.04507164	0.2783273
ENSG00000165678	7066.805	0.001516121	0.07224241	0.975349	0.9942863
ENSG00000165682	0.3869106	0.004815912	0.26663116	0.7565559	NA
ENSG00000165684	548.391	0.09545402	0.12334447	0.1350926	0.4990492
ENSG00000165685	1.966635	-0.01434893	0.251748	0.6157563	NA
ENSG00000165688	1724.588	-0.02545298	0.08507763	0.6288132	0.8983368
ENSG00000165689	1012.683	0.1996041	0.13799264	0.01147561	0.1177978
ENSG00000165694	2.136032	0.02070683	0.2657328	0.3856976	NA
ENSG00000165695	28.72434	0.03947322	0.18779605	0.4503214	0.8162072
ENSG00000165698	295.9701	0.05108044	0.11725687	0.3755611	0.7697668
ENSG00000165699	3541.539	0.01139379	0.07616304	0.8206267	0.9584147
ENSG00000165702	11.14327	0.01718598	0.21486118	0.6882943	NA
ENSG00000165704	1647.931	-0.04835041	0.0846146	0.3664458	0.7631693
ENSG00000165714	1181.311	-0.03715315	0.09472042	0.4978751	0.8396944
ENSG00000165716	511.7349	-0.0479034	0.10711852	0.3995981	0.7856002
ENSG00000165724	1046.274	0.1052271	0.11323094	0.09895777	0.4257206
ENSG00000165730	134.7398	0.16152	0.21596933	0.04814634	0.2890631
ENSG00000165731	13.82373	-0.09504413	0.29203121	0.107919	0.4460836
ENSG00000165732	18892.45	0.08937001	0.09239599	0.1236434	0.4772957
ENSG00000165733	15909.48	0.1209919	0.09682617	0.04972661	0.2952597
ENSG00000165752	102.1696	-0.02301176	0.1381776	0.6670884	0.9119321
ENSG00000165757	1623.663	0.08567664	0.09980369	0.1495836	0.5236822
ENSG00000165762	6.140122	-0.04849611	0.27755649	0.1869779	NA
ENSG00000165775	2328.651	-0.1412637	0.10980053	0.03437012	0.2390362
ENSG00000165782	938.0417	-0.03063988	0.09345455	0.5723573	0.8748575
ENSG00000165792	3966.48	-0.03880045	0.07510354	0.4426152	0.8116199
ENSG00000165794	1.487655	-0.006354627	0.25385575	0.8004904	NA
ENSG00000165795	1253.373	0.02960605	0.0915476	0.5831676	0.8804515
ENSG00000165799	1.257535	0.01139374	0.25991379	0.6164168	NA
ENSG00000165801	3778.174	-0.027209	0.08824687	0.6098011	0.8940336
ENSG00000165802	873.7787	-0.05700617	0.10569852	0.3227699	0.7239975
ENSG00000165804	509.9706	-0.03738359	0.10951538	0.5042002	0.8422804
ENSG00000165805	2.231306	-0.006279793	0.24560382	0.8329768	NA
ENSG00000165806	1457.193	-0.02788363	0.08884598	0.6018565	0.8900353
ENSG00000165807	14.03345	-0.00804945	0.2054147	0.8538812	0.9646575
ENSG00000165810	886.5175	1.001441	0.1658242	6.48667e-11	1.021732e-08
ENSG00000165813	1760.512	-0.1453737	0.14040472	0.04525	0.2788185
ENSG00000165816	2.338376	-0.001657245	0.24718812	0.9536096	NA
ENSG00000165819	1557.322	-0.06071155	0.08849212	0.2709473	0.6748122
ENSG00000165821	2038.722	-0.007847019	0.0882004	0.8817977	0.9738064
ENSG00000165832	1222.751	-0.05259804	0.08893052	0.3367395	0.7366043
ENSG00000165837	0.6002073	-0.005236047	0.2662652	0.7429354	NA
ENSG00000165841	7.456078	-0.03969139	0.24595965	0.3452411	NA
ENSG00000165861	1085.248	-0.04429663	0.09604156	0.4244844	0.8009309
ENSG00000165863	0.5891239	-0.0006846015	0.26577856	0.9651245	NA
ENSG00000165868	907.593	0.02663628	0.09163358	0.6206941	0.8964408
ENSG00000165874	13.40675	0.008035443	0.20699445	0.852968	0.9646575
ENSG00000165879	43.94284	-0.07200987	0.19922141	0.2296639	0.6311128
ENSG00000165886	111.824	0.01361941	0.13575806	0.796658	0.9501054
ENSG00000165887	0.1852849	0.003429645	0.26629282	0.8250612	NA
ENSG00000165891	4921.195	0.1256315	0.09818621	0.0441241	0.2747137
ENSG00000165895	1249.421	-0.1126538	0.10917568	0.07760952	0.3744435
ENSG00000165898	713.614	-0.06174982	0.10540458	0.2878083	0.6915554
ENSG00000165899	631.5841	-0.2334452	0.23752147	0.01674253	0.1516656
ENSG00000165905	336.8722	-0.1323313	0.16254106	0.06901651	0.3538886
ENSG00000165912	1253.808	-0.06644846	0.10670818	0.2577399	0.661573
ENSG00000165914	888.5361	-0.036865	0.09632908	0.5026618	0.8421427
ENSG00000165915	597.4915	0.05713601	0.11653293	0.3276973	0.7282853
ENSG00000165916	8780.239	-0.06364752	0.09055961	0.2540959	0.6582053
ENSG00000165917	3.155621	0.03609652	0.26911454	0.2578219	NA
ENSG00000165923	91.94475	-0.01454369	0.13587461	0.7834092	0.9463943
ENSG00000165929	1.63617	-0.02240878	0.26965146	0.3246995	NA
ENSG00000165934	4344.425	-0.2673211	0.13919215	0.002001827	0.03423563
ENSG00000165935	19.94612	0.08040524	0.26410596	0.1571331	0.5363875
ENSG00000165943	518.8381	0.05174254	0.10509272	0.3647238	0.7617912
ENSG00000165948	211.9905	0.0266976	0.11552435	0.6275274	0.8981654
ENSG00000165949	20.46728	0.01141853	0.21061892	0.7901033	0.9484975
ENSG00000165959	939.4331	0.7380078	0.1541445	5.806867e-08	4.816102e-06
ENSG00000165966	5.821463	-0.03397893	0.25296734	0.358599	NA
ENSG00000165970	0.8316069	0.01581789	0.26835677	0.4140058	NA
ENSG00000165972	10.89496	-0.02747068	0.21822977	0.5376194	NA
ENSG00000165973	189.0296	0.08573928	0.17460422	0.180079	0.5720555
ENSG00000165983	1270.875	0.04460897	0.08858665	0.4106701	0.7923904
ENSG00000165995	134.1387	-0.08131008	0.16032566	0.1968345	0.5924141
ENSG00000165996	571.1965	-0.1188992	0.1346653	0.0814673	0.3846406
ENSG00000165997	7628.453	0.01748302	0.07213476	0.7220708	0.9301133
ENSG00000166002	269.6354	-0.1391685	0.17184761	0.0623089	0.3347984
ENSG00000166004	4502.385	0.01753813	0.08576502	0.7385791	0.9357871
ENSG00000166006	2.42157	-0.01918399	0.25154178	0.5302361	NA
ENSG00000166012	6665.634	0.13891	0.10631562	0.0345064	0.2395511
ENSG00000166013	1.004565	-0.007053802	0.26107581	0.7309232	NA
ENSG00000166016	18.11194	-0.04689525	0.21605947	0.3575089	0.7563407
ENSG00000166024	675.9356	-0.09422943	0.11596673	0.1341924	0.4970211
ENSG00000166025	7751.335	-0.02605269	0.07330362	0.5998458	0.8890274
ENSG00000166033	144.275	0.5749652	0.393004	0.001228874	0.02364889
ENSG00000166035	4.889013	-0.02772326	0.24761142	0.4411516	NA
ENSG00000166037	4003.335	-0.009340871	0.07724119	0.8532993	0.9646575
ENSG00000166046	389.664	0.009826603	0.10054367	0.8556792	0.9650581
ENSG00000166049	1.21356	0.0175847	0.27089558	0.3504245	NA
ENSG00000166068	3697.147	0.1035198	0.09291042	0.08043788	0.381545
ENSG00000166069	0.2221179	0.003429645	0.26629282	0.8250612	NA
ENSG00000166073	1846.423	0.00124722	0.08265965	0.9807644	0.9950458
ENSG00000166086	2434.034	-0.04614273	0.08077523	0.3789568	0.7714962
ENSG00000166090	0.1930539	-0.004731366	0.26660876	0.7606585	NA
ENSG00000166091	1.000859	-0.01581001	0.26598884	0.449291	NA
ENSG00000166104	123.4908	-0.01416547	0.13267916	0.7897379	0.9484975
ENSG00000166105	92.22801	0.0607659	0.17071985	0.2980228	0.7016
ENSG00000166106	327.2096	-0.7495306	0.25311361	3.074804e-05	0.00114809
ENSG00000166111	2.037656	0.001021659	0.24905996	0.970281	NA
ENSG00000166123	1379.037	-0.02954489	0.09756977	0.5889643	0.8825397
ENSG00000166126	1.419193	-0.004094025	0.25667521	0.8584534	NA
ENSG00000166128	7335.491	-0.1600916	0.10468753	0.01716749	0.1542605
ENSG00000166130	2717.314	-0.4850908	0.14842429	9.95071e-06	0.0004347695
ENSG00000166133	436.7532	0.08211136	0.11852231	0.1831769	0.5761424
ENSG00000166135	3203.639	-0.01933452	0.07890537	0.7051192	0.9241665
ENSG00000166136	963.4799	-0.09775887	0.10718014	0.1147112	0.4591389
ENSG00000166140	990.0008	-0.03383068	0.09252163	0.5333408	0.8567962
ENSG00000166143	0.1993118	-0.004814354	0.26662643	0.7566887	NA
ENSG00000166145	7.350954	0.002264303	0.22307437	0.9532901	NA
ENSG00000166147	2642.273	-0.2719478	0.13068295	0.001321594	0.02494658
ENSG00000166148	4.72373	-0.0331285	0.24854688	0.3853158	NA
ENSG00000166153	99.56905	0.02937931	0.13734601	0.5884497	0.8825397
ENSG00000166159	4.315652	0.01719936	0.23696405	0.6340114	NA
ENSG00000166164	5986.173	0.04205905	0.08931091	0.4379419	0.8084286
ENSG00000166165	651.7197	-0.08265739	0.1378873	0.1885772	0.5832823
ENSG00000166166	181.5419	0.06501494	0.15263413	0.2766382	0.6804702
ENSG00000166167	1253.264	-0.2149151	0.14483598	0.008839741	0.09863748
ENSG00000166169	270.123	0.09691839	0.15284395	0.1413313	0.5103837
ENSG00000166170	3301.126	0.08907989	0.09002765	0.1206181	0.4717664
ENSG00000166171	162.8701	-0.01753916	0.12215301	0.7455438	0.9380099
ENSG00000166173	1361.797	-0.1240433	0.10609647	0.05364362	0.3070793
ENSG00000166181	9033.255	0.0366751	0.07420827	0.4649989	0.8244363
ENSG00000166183	1.006694	-0.01577843	0.26570829	0.4536804	NA
ENSG00000166188	276.0584	-0.04442243	0.12065894	0.434531	0.806916
ENSG00000166189	185.4077	0.07352985	0.14483981	0.231163	0.6323583
ENSG00000166192	265.1816	-0.1210818	0.15522468	0.085082	0.3927055
ENSG00000166197	3958.751	0.04815566	0.0778016	0.3513825	0.7501016
ENSG00000166199	510.0266	0.2345693	0.18750717	0.01065959	0.1118094
ENSG00000166200	4980.505	-0.008657736	0.08861849	0.8698734	0.9698561
ENSG00000166206	4983.655	0.1430752	0.10013708	0.0263364	0.2043572
ENSG00000166220	1.215886	0.02448555	0.2735283	0.2673171	NA
ENSG00000166224	10259.58	-0.03788546	0.07247206	0.4455987	0.8131651
ENSG00000166225	2290.179	0.1475373	0.13115282	0.03923903	0.2585628
ENSG00000166226	14540.04	-0.03883977	0.08190386	0.4589103	0.8206669
ENSG00000166228	2062.826	0.02466478	0.07658518	0.6259053	0.8978325
ENSG00000166233	4585.437	0.02466771	0.07887294	0.630007	0.8983368
ENSG00000166246	31.49105	0.02194724	0.1844194	0.6549104	0.9086178
ENSG00000166250	464.1088	-0.7106991	0.22032956	1.49756e-05	0.0006182879
ENSG00000166257	65.88401	-0.000484547	0.14741916	0.9924773	0.9980211
ENSG00000166260	2058.814	0.02311991	0.08808248	0.6634545	0.9112143
ENSG00000166261	560.5377	0.1017983	0.12311493	0.1155612	0.4610643
ENSG00000166262	161.517	0.08351342	0.16120901	0.1881493	0.5829489
ENSG00000166263	2344.683	-0.07020236	0.08760004	0.2060003	0.6014734
ENSG00000166265	494.2351	-0.8663848	0.17580631	3.481326e-08	3.063567e-06
ENSG00000166266	4321.991	0.01404308	0.0854634	0.7887595	0.9484975
ENSG00000166268	6.138943	0.02308397	0.23289948	0.557405	NA
ENSG00000166272	1874.591	-0.01347384	0.08354104	0.7956676	0.9499397
ENSG00000166275	490.1488	-0.08467782	0.12117779	0.173738	0.5619153
ENSG00000166278	36.30042	0.002737581	0.16966597	0.9555987	0.9906566
ENSG00000166289	59.56319	-0.02868026	0.16704849	0.5816655	0.879324
ENSG00000166292	251.9416	-0.100993	0.15003118	0.1289269	0.4875138
ENSG00000166295	3386.731	-0.003863625	0.08616246	0.9412257	0.9865566
ENSG00000166311	568.6771	0.0490523	0.10710031	0.3893192	0.7795535
ENSG00000166313	1235.397	-0.0149048	0.08614447	0.7767236	0.9461966
ENSG00000166317	105.6629	0.1621843	0.2595028	0.05142135	0.3013889
ENSG00000166321	282.6656	-0.09219757	0.15176756	0.1559692	0.5342
ENSG00000166323	41.73408	0.077674	0.21947946	0.1984433	0.5939725
ENSG00000166326	10883.84	-0.03434433	0.0853011	0.5173038	0.8469886
ENSG00000166333	2599.788	0.05992978	0.08497966	0.2691312	0.6736875
ENSG00000166337	1798.707	0.08075058	0.09337259	0.1613628	0.5436966
ENSG00000166340	5599.022	0.01282945	0.0690369	0.7896665	0.9484975
ENSG00000166341	2948.986	0.5232745	0.18578898	4.480024e-05	0.001560847
ENSG00000166342	907.5863	0.02280826	0.08790466	0.667475	0.9119321
ENSG00000166343	61.20117	0.03745963	0.15784877	0.4899651	0.8368001
ENSG00000166347	986.2002	-0.02322142	0.09179934	0.6654475	0.9119321
ENSG00000166348	4696.118	0.002225052	0.07422541	0.9642562	0.9916411
ENSG00000166349	57.12845	0.05452419	0.1975492	0.3238287	0.7249307
ENSG00000166351	0.5637207	-0.000874842	0.26571127	0.9556337	NA
ENSG00000166352	916.7636	0.005191771	0.09179099	0.9223104	0.9824471
ENSG00000166359	1.207879	0.01353603	0.26176463	0.546561	NA
ENSG00000166363	0.3924081	-0.008592477	0.26774007	0.5899531	NA
ENSG00000166368	8.86641	0.04251343	0.24098495	0.3407959	NA
ENSG00000166377	907.1807	0.06383842	0.10211102	0.2701298	0.6739998
ENSG00000166387	306.2196	0.1382827	0.16988276	0.06293142	0.3364016
ENSG00000166391	0.3875486	-0.008287794	0.26758613	0.6030682	NA
ENSG00000166394	52.94018	0.08885251	0.23108483	0.1592466	0.5405781
ENSG00000166396	509.3478	-0.06655205	0.12113843	0.2657093	0.6701579
ENSG00000166398	1068.589	0.02163107	0.10252175	0.6918532	0.9196315
ENSG00000166401	663.6856	0.1980845	0.16441128	0.01731083	0.1553251
ENSG00000166402	2244.259	-0.00149694	0.0755552	0.9761267	0.9945735
ENSG00000166405	82.18359	-0.0260387	0.14492413	0.6256998	0.8978325
ENSG00000166407	15.90547	-0.0236087	0.20509683	0.6096787	0.8940336
ENSG00000166411	4456.721	0.03674606	0.08310714	0.4852103	0.8348327
ENSG00000166415	7.712109	-0.03171771	0.23381452	0.4513723	NA
ENSG00000166428	1.798304	-0.002626603	0.24852322	0.9247377	NA
ENSG00000166432	26.33085	0.2684167	0.47665901	0.01269342	0.1259532
ENSG00000166435	1407.36	-0.009695117	0.08358172	0.8520381	0.9644794
ENSG00000166436	1220.714	0.1794028	0.12972462	0.01680024	0.1519073
ENSG00000166439	3744.486	-0.4155503	0.12097551	6.300905e-06	0.0002930624
ENSG00000166441	18431.41	0.03062205	0.07620227	0.5453263	0.8629584
ENSG00000166444	1857.218	0.09721855	0.10540224	0.1145036	0.459092
ENSG00000166446	1871.332	-0.04643239	0.09565989	0.4033162	0.788025
ENSG00000166448	14.47754	-0.03439766	0.21135349	0.4724711	0.8283728
ENSG00000166450	197.0553	0.01153838	0.11662907	0.830787	0.9602021
ENSG00000166451	5851.857	0.04002923	0.08448912	0.4510319	0.8169042
ENSG00000166452	1437.957	0.5871995	0.1461482	7.369418e-07	4.763185e-05
ENSG00000166454	5933.09	-0.05651528	0.08165522	0.2876713	0.6914369
ENSG00000166455	44.8218	-0.01125622	0.16577338	0.8219376	0.958828
ENSG00000166471	3471.661	-0.04325082	0.08100581	0.4090369	0.7913902
ENSG00000166473	111.4955	-0.05729242	0.16882946	0.3206641	0.7225213
ENSG00000166477	2044.895	-0.1433164	0.11118039	0.03318006	0.2340711
ENSG00000166478	1083.819	-0.06766301	0.10256626	0.2458618	0.6493444
ENSG00000166479	4557.186	0.01678299	0.08111595	0.7448548	0.937921
ENSG00000166482	0.6342383	-0.01209819	0.26937719	0.4619638	NA
ENSG00000166483	5196.442	0.2197714	0.10237716	0.002122614	0.03555521
ENSG00000166484	774.9235	0.07407948	0.11701976	0.2211154	0.6191034
ENSG00000166492	0.3845452	-0.001510961	0.26599808	0.9224091	NA
ENSG00000166501	26.17625	-2.781319	0.92161551	2.387872e-07	1.783198e-05
ENSG00000166503	7326.849	-0.2694136	0.14106943	0.002004322	0.03424705
ENSG00000166507	1176.581	-0.04324383	0.0912593	0.4287512	0.8027882
ENSG00000166508	9892.593	-0.009838267	0.07389892	0.8427644	0.9627366
ENSG00000166509	3.059281	-0.0592172	0.30485523	0.09262597	NA
ENSG00000166510	5.573667	0.005740386	0.23806813	0.863052	NA
ENSG00000166523	0.6205958	-0.005382551	0.2660875	0.7390326	NA
ENSG00000166526	1168.645	0.208138	0.13876667	0.009354797	0.1022492
ENSG00000166527	0.5944905	-0.006059058	0.26505341	0.7247497	NA
ENSG00000166529	395.4901	-0.006924027	0.10479066	0.8981372	0.9775671
ENSG00000166532	11404.28	0.1600507	0.10211128	0.01598578	0.1468513
ENSG00000166535	0.3964896	-0.001381643	0.26599008	0.9290163	NA
ENSG00000166546	295.1423	0.07740016	0.13408754	0.2110047	0.6068377
ENSG00000166548	1315.602	0.05062753	0.09889301	0.3686956	0.7645147
ENSG00000166557	1921.526	-0.02018965	0.08911427	0.7043137	0.9238388
ENSG00000166562	882.7314	-0.1301331	0.13132769	0.06070544	0.3292427
ENSG00000166569	1.947834	-0.02107092	0.25892148	0.4476004	NA
ENSG00000166573	1.341836	-0.01521001	0.262298	0.5066132	NA
ENSG00000166575	1696.559	-0.1480202	0.12153829	0.03433496	0.2389805
ENSG00000166578	86.29531	0.0159486	0.14275588	0.7612123	0.9431406
ENSG00000166579	859.3353	0.06355558	0.10143768	0.271273	0.6748581
ENSG00000166582	281.5694	-0.005273888	0.11299632	0.9221313	0.9824471
ENSG00000166589	0.1993118	-0.004814354	0.26662643	0.7566887	NA
ENSG00000166592	4.330579	-0.05065934	0.27826996	0.1814048	NA
ENSG00000166595	800.9802	0.04565268	0.09323162	0.4076364	0.7905552
ENSG00000166596	1.648823	-0.006187493	0.258152	0.7817662	NA
ENSG00000166598	61679.58	-0.07103476	0.0807789	0.1850462	0.5784699
ENSG00000166603	6.1835	-0.002006534	0.22051079	0.9594298	NA
ENSG00000166619	1208.914	-0.02837023	0.08725388	0.5937174	0.8854566
ENSG00000166634	0.1930539	-0.004731366	0.26660876	0.7606585	NA
